"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"MM10914","Freehold","9 and 23 Branscombe Close, Birmingham (B14 6PP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 6PP","N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"22-10-2012","N","52.4184541137898","-1.90265588987384"
"MM11933","Freehold","Properties in School Road, Regency Gardens and Prince of Wales Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"14-11-2012","N","0","0"
"MM11953","Freehold","properties at Longhurst Croft, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","0","0"
"MM30432","Leasehold","Flat 530, St Pauls Place, St Pauls Square, Birmingham (B3 1QS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1QS","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13, Castle Street, St. Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13, Castle Street, St. Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"17-01-2014","N","52.4846664","-1.9063416"
"MM35571","Leasehold","58 Comberton Road, Sheldon, Birmingham (B26 2TF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B26 2TF","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"14-05-2014","N","52.4672730635252","-1.78292069560984"
"MM35745","Freehold","104 Mildenhall Road, Birmingham (B42 2PQ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 2PQ","N","118000","K LIMITED",,"Limited Company or Public Limited Company","JAMAICA","8 Goss Croft, Birmingham B29 6NN","Townhouse 5, Glen Abbey, 13A Norbrook Road, Norbrook, Kingston, Jamaica, West Indies",,,,,,,,,,,,,,,,,,,,,,,"27-10-2014","N","52.5450127668556","-1.92286008980668"
"MM42996","Leasehold","Apartment 19, Arena Court, 26 Clement Street, Birmingham and parking space (B1 2SL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2SL","N",,"MERISTEM WEALTH MANAGEMENT LIMITED",,"Limited Company or Public Limited Company","NIGERIA","Apartment 19, Arena Court, 26 Clement Street, Birmingham B1 2SL","3 Norman William Street, Off Keffi Street, SW Ikoyi, Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,,"22-10-2014","N","52.481109","-1.914525"
"MM46294","Leasehold","land at Bournville Care Village, Bristol Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"GRACEWELL PROPERTIES (BOURNVILLE) S.A.R.L.",,"Unlimited Company","LUXEMBOURG","19 Rue De Bilbourg, L-1273, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"08-06-2017","N","0","0"
"WK100410","Freehold","150 150A 150B and 152 to 158 (even numbers) Alcester Road and 6 8 and 10 Woodridge Road, Moseley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"K/S UK SUPERMARKETS III",,"Corporate Body","DENMARK","Bredgade 76, DK-1260 Kobenhavn K, Denmark","25 Fenchurch Avenue, London EC3M 5AD",,,,,,,,,,,,,,,,,,,,,,,"08-09-2006","N","0","0"
"WK102585","Freehold","22/23, Moat Lane, Birmingham (B5 5BD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 5BD","N",,"LETHIA HOLDINGS LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","Finsbury Trust Suites, 7b And 8b 50 Town Range, Gibraltar","3 Coach House Yard, Hampstead High Street, London NW3 1QF",,,,,,,,,,,,,,,,,,,,,,,"15-03-2012","N","52.4765701","-1.8921927"
"WK106814","Freehold","Land and Buildings on the South West side of Little Ann Street","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 3 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WK108503","Freehold","67 Scribers Lane, Hall Green, Birmingham (B28 0PP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B28 0PP","N",,"GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","P O Box 27, One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"28-01-2009","N","52.4175670031155","-1.84594711514493"
"WK128440","Freehold","Cheltenham House, 14-16 Temple Street, Birmingham (B2 5BG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B2 5BG","N",,"CONSORTIA TRUSTEES LIMITED",,"Limited Company or Public Limited Company","JERSEY","15 Duke Street, St James's, London SW1Y 6DB",,,"CONSORTIA PARTNERSHIP LIMITED",,"Limited Company or Public Limited Company","JERSEY","15 Duke Street, St James's, London SW1Y 6DB",,,,,,,,,,,,,,,,,"24-07-2012","N","52.4793981","-1.8990975"
"WK135125","Freehold","The Norton, 644 Kingsbury Road, Erdington, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK GMBH",,"Corporate Body","GERMANY","19 Worple Road, Wimbledon, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"07-11-2003","N","0","0"
"WK143031","Freehold","40 Teddington Grove, Perry Barr, Birmingham (B42 1RF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 1RF","N","101000","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","PO Box 27, 1 Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"15-10-2008","N","52.5202929881513","-1.90222688554015"
"WK172616","Freehold","14 Hartswell Drive, Birmingham (B13 0PE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B13 0PE","N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","52.4230798990742","-1.88791130359074"
"WK174743","Freehold","42 and 43 Allcock Street, Deritend, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 7 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"20-07-2017","N","0","0"
"WK191720","Freehold","8 Findon Road, Ward End (B8 2BN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B8 2BN","N",,"HOMESELECT FINANCE (NO. 3) LIMITED",,"Limited Company or Public Limited Company","JERSEY","19-21 Broad Street, St Helier, Jersey, JE1 3PB","3rd Floor, 11 Bruton Street, London W1J 6PY",,,,,,,,,,,,,,,,,,,,,,,"25-02-2005","N","0","0"
"WK206313","Freehold","land on the south west side of 7 Calthorpe Road, Handsworth, Birmingham (B20 3LZ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B20 3LZ","N",,"TRUE PEARL LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","The Mill House, 108-110 Coppermill Road, Wraysbury, Middlesex TW19 5NS",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.5141752436095","-1.90781041438474"
"WM102625","Freehold","land and buildings on the south side of Park Lane, Minworth, Sutton Coldfield","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HAVELOCK IOM GP LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","2nd Floor, St Mary's Court,, 20 Hill Street, Douglas, Isle of Man, IM1 1EU",,,"HAVELOCK DISTRIBUTION IOM NOMINEES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","2nd Floor, St Mary's Court,, 20 Hill Street, Douglas, Isle of Man, IM1 1EU",,,,,,,,,,,,,,,,,"29-09-2015","N","0","0"
"WM176354","Freehold","Land and buildings in Humpage Road, Bordesley Green, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","0","0"
"WM189771","Freehold","24 Shaftmoor Lane, Acocks Green, Birmingham (B27 7RS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B27 7RS","N","182000","PJW LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Churchfields, Strathallan Park, Onchan, Isle of Man, IM3 1NP",,,,,,,,,,,,,,,,,,,,,,,,"15-06-2012","N","52.443921121658","-1.83566060448098"
"WM205093","Leasehold","Land on the west side of Staniforth Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ARLINGTON STUDENT HOLDINGS (NO. 3) LIMITED",,"Limited Company or Public Limited Company","JERSEY","11 Bath Street, St Helier, Jersey, JE3 4ST",,,,,,,,,,,,,,,,,,,,,,,,"24-03-2016","N","0","0"
"WM205354","Freehold","50-55 Beeton Road, Birmingham (B18 4QD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B18 4QD","N","949998","VERUM VICTUM HOLDINGS LIMITED",,"Limited Company or Public Limited Company","MALTA","179 Marina Street 1, Block C, Skyway Offices, Pieta PTA 9042, Malta",,,,,,,,,,,,,,,,,,,,,,,,"09-01-2017","N","52.497258905252","-1.94017694086756"
"WM209724","Freehold","79 Hazelwood Road, Birmingham (B27 7XW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B27 7XW","N","78000","STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","52.443798279067","-1.83139453965896"
"WM230041","Leasehold","land on the west side of High Street, Kings Heath","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SPEEDWELL PROPERTIES LIMITED",,"Limited Company or Public Limited Company","JERSEY","P O Box 398, 11 Bath Street, St Helier, Jersey, JE4 8UT","5 Grove Court, Grove Park, Enderby, Leicester LE19 1SA",,,,,,,,,,,,,,,,,,,,,,,"07-05-2008","N","0","0"
"WM251955","Freehold","68 to 70 Heath Mill Lane, Deritend, Birmingham (B9 4AR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B9 4AR","N",,"BELLERIVE REGEN 5 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","52.4774164","-1.8811784"
"WM313397","Freehold","land and buildings on the South West side of Fazeley Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 4 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM352950","Freehold","71 Francis Road, Edgbaston, Birmingham (B16 8SP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8SP","N","159395","RAVENSCOURT INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Avenue House, St Julians Avenue, St Peter Port, Guernsey, GU1 1WA",,,,,,,,,,,,,,,,,,,,,,,,"11-10-2005","Y","52.4730746028871","-1.92282352146836"
"WM360807","Freehold","4 to 22 (even) Waterhaynes Close, 2 and 6 to 20 (even) Raybon Croft, 70 and 70A Newman Way, Rubery, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"25-05-2012","N","0","0"
"WM363374","Freehold","Land on the North West side of Rea Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WPC 17-9 B.V",,"Corporate Body","NETHERLANDS","Strawinskylaan, 741 Toren, 7 7e 107 7XX, Amsterdam, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"26-10-2009","N","0","0"
"WM371223","Freehold","Millwater Nursing Home, 164-168 Waterloo Road, Yardley, Birmingham (B25 8LD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B25 8LD","N",,"VERUM VICTUM HOLDINGS LIMITED",,"Limited Company or Public Limited Company","MALTA","179 Marina Street 1, Block C, Skyway Offices, Pieta PTA 9042, Malta",,,,,,,,,,,,,,,,,,,,,,,,"09-01-2017","N","52.461940499556","-1.82549737050694"
"WM389253","Freehold","284 Rookery Road, Handsworth, Birmingham (B21 9QG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9QG","N","19500","ST JAMES INVESTMENT GROUP LLC",,"Corporate Body","U.S.A.","Exchange Station, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"21-04-2015","N","52.5132785422559","-1.93903552155128"
"WM400192","Freehold","70/73, Moland Street, Aston, Birmingham (B4 7EY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B4 7EY","N",,"WESTBOURNE PORTFOLIO S.A.R.L.",,"Corporate Body","LUXEMBOURG","7th Floor, Cottons Centre, Cottons Lane, London SE1 2QG",,,,,,,,,,,,,,,,,,,,,,,,"15-07-2016","N","0","0"
"WM425991","Leasehold","part of 5th Floor, McLaren Building Priory Ringway","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"AMERICAN EXPRESS EUROPE LIMITED","FC011790","Limited Company or Public Limited Company","DELAWARE, U.S.A.","Amex House, Edward Street, Brighton BN88 1AH",,,,,,,,,,,,,,,,,,,,,,,,"13-04-1995","N","0","0"
"WM429363","Freehold","Unit 1, Aston Industrial Estate, Pritchett Street, Aston","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WINCROWN DEVELOPMENT LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Quadgate, 73-75 Pershore Street, Birmingham B5 4RW",,,,,,,,,,,,,,,,,,,,,,,,"13-06-2001","N","0","0"
"WM447551","Leasehold","59, 61, 65, 67, 69 and 71 Ermington Crescent, Castle Bromwich","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"FLAXBY TRUSTEE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","the Julian Gleek 2005 Trust",,,"JENSBROOK TRUSTEE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","the Heatwave Trust, both of Sixty Circular Road, Douglas, Isle of Man IM1 1SA",,,,,,,,,,,,,,,,,"21-04-2006","N","0","0"
"WM448753","Freehold","land at Byfield Passage, Bordesley Green","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"STANDARD BANK OFFSHORE TRUST COMPANY JERSEY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,"LUMBRO NOMINEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Standard Bank House, 47-49 La Motte Street, St Helier, Jersey, JE2 4SZ",,,,,,,,,,,,,,,,,"19-09-2013","N","0","0"
"WK118424","Freehold","Norfolk House, Smallbrook Ringway, Birmingham (B5 4LA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4LA","N","12300000","SMALLBROOK QUEENSWAY LIMITED",,"Limited Company or Public Limited Company","JERSEY","Second Floor, No.4 The Forum, Grenville Street, St Helier, Jersey, JE2 4UF","Venlaw Building, 349 Bath Street, Glasgow G2 4AA",,,,,,,,,,,,,,,,,,,,,,,"05-05-2015","N","0","0"
"WK132423","Freehold","Federal Works, Tyseley","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HELIX PROPERTY LIMITED",,"Limited Company or Public Limited Company","JERSEY","13-14 Esplanade, St Helier, Jersey, JE1 1BD",,,,,,,,,,,,,,,,,,,,,,,,"03-07-2015","N","0","0"
"WK135132","Freehold","The Fox Hollies, Olton Boulevard East, Acocks Green, Birmingham (B27 7RP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B27 7RP","N",,"LIDL UK GMBH",,"Corporate Body","GERMANY","19 Worple Road, Wimbledon, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"28-07-1999","N","0","0"
"WK155595","Freehold","779 Chester Road, Erdington, Birmingham (B24 0BY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B24 0BY","N",,"RESTFUL HOMES (WYLDE GREEN) LTD","111932","Limited Company or Public Limited Company","JERSEY","CTV House, La Pouquelaye, St Helier, Jersey, Channel Islands, JE2 3TP",,,,,,,,,,,,,,,,,,,,,,,,"02-04-2015","N","52.5331351445579","-1.82763151958341"
"WK160516","Freehold","2 George Street, Handsworth, Birmingham (B21 0EG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 0EG","N","67000","TWENTY11 DEVELOPMENTS LIMITED","093640","Limited Company or Public Limited Company","SEYCHELLES","76 Lower White Road, Quinton, Birmingham B32 2RU",,,,,,,,,,,,,,,,,,,,,,,,"19-09-2011","N","52.5047628898231","-1.9542064939499"
"WK163694","Freehold","2-30 (Even Numbers) Romilly Close","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"24-06-2016","N","0","0"
"WK165351","Freehold","The Regal, Soho Road, Handsworth and 3 Booth Street, Handsworth","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK GMBH",,"Corporate Body","GERMANY","19 Worple Road, Wimbledon, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"14-06-2006","N","0","0"
"WK172608","Freehold","16 to 54 (even numbers) and 33 to 51 (odd numbers) Copse Close and 2 to 46 (even numbers) and 5 to 49 and 53 (odd numbers) Spinney Close and garages","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"24-06-2016","N","0","0"
"WK182679","Freehold","64 Hazelwell Street, Birmingham (B30 2JS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B30 2JS","N",,"GRANGEHILL INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","66 Hazelwell Street, Birmingham B30 2JS",,,,,,,,,,,,,,,,,,,,,,,,"12-08-2015","N","52.4285828277512","-1.92275306873664"
"WK215706","Freehold","31 Mount Pleasant Avenue, Handsworth, Birmingham (B21 9QA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9QA","N","32000","THORNLEIGH MANAGEMENT LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","Lancaster House, Tithebarn Street, Liverpool L2 2QP",,,,,,,,,,,,,,,,,,,,,,,,"30-05-2013","N","52.5117677797017","-1.93821244677532"
"WK222930","Freehold","land and buildings on the south west side of Sampson Road North, Camp Hill, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HBC LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Martello Court, Admiral Park, St Peter Port, Guernsey, GY1 3HB",,,,,,,,,,,,,,,,,,,,,,,,"07-08-2002","N","0","0"
"WM460733","Freehold","Land on the north west side of Commercial Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"EPISO 3 CUBE S.A.R.L",,"Corporate Body","LUXEMBOURG","16 Avenue Pasteur, L-2310, Luxembourg","8th Floor, Berkeley Square House, Berkeley Square, London W1J 6DB",,,,,,,,,,,,,,,,,,,,,,,"11-07-2016","N","0","0"
"WM476018","Freehold","Land on the North side of Kingsbury Road, Minworth","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"REDWOOD (LIGHT INDUSTRIAL) PROPCO S.A.R.L.",,"Limited Liability Partnership","LUXEMBOURG","2-4, Rue Eugene Ruppert, L-2453, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"03-08-2016","N","0","0"
"WM477944","Freehold","land and buildings lying to the West of Bordesley Green Road","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HELIX PROPERTY LIMITED",,"Limited Company or Public Limited Company","JERSEY","13-14 Esplanade, St Helier, Jersey, JE1 1BD",,,,,,,,,,,,,,,,,,,,,,,,"03-07-2015","N","0","0"
"WM890311","Freehold","60-72 New Town Row, Birmingham (B6 4HP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B6 4HP","N",,"DMS 1 LIMITED",,"Limited Company or Public Limited Company","GIBRALTAR","Suite 7b And 8b, 50 Town Range , Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,"30-01-2013","N","52.4907216","-1.8958573"
"WM909708","Freehold","land at Milk Street and Floodgate Street, Digbeth, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 2 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"WM911369","Freehold","102 Unett Street North, Birmingham (B19 3BZ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B19 3BZ","N",,"H COMPANY 3 LIMITED",,"Limited Company or Public Limited Company","JERSEY","22 Grenville Street, St Helier, Jersey, JE4 8PX",,,,,,,,,,,,,,,,,,,,,,,,"14-07-2016","N","52.4940585534205","-1.91179937178356"
"WM925897","Leasehold","Apartment 80, The Arcadian Centre, Ladywell Walk, Birmingham and parking space","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N","204000","IRISH LIFE ASSURANCE PLC",,"Limited Company or Public Limited Company","IRELAND","Irish Life Centre, Lower Abbey Street, D1, Ireland","51-52 Fitzwilliam Square, Dublin 2, Ireland",,,,,,,,,,,,,,,,,,,,,,,"14-03-2008","N","0","0"
"WM929905","Freehold","Stirling House, Rectory Road, Sutton Coldfield (B75 7AR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B75 7AR","N",,"FOLS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Emmanuel Court, Reddicroft, Sutton Coldfield, West Midlands B73 6AZ",,,,,,,,,,,,,,,,,,,,,,,,"27-05-2008","N","52.5648994221774","-1.81723991955785"
"WM939406","Freehold","Site A Tameside Business Park, Tameside Way, Perry Barr, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"NAI INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","JERSEY","HSBC House, Esplanade, St. Helier, Jersey, JE1 1GT, Channel Islands",,,,,,,,,,,,,,,,,,,,,,,,"08-06-2016","N","0","0"
"WM942051","Leasehold","Apartment 241, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"WM943447","Leasehold","Apartment 360, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","101499","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943452","Leasehold","Apartment 373, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943516","Leasehold","Apartment 381, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mosasck Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
